Statistik från Skolverket, https://www.skolverket.se;;;;;;;;;;
;;;;;;;;;;
Grundskola - Slutbetyg årskurs 9, samtliga elever;;;;;;;;;;
Valt läsår: 2024/25;;;;;;;;;;
;;;;;;;;;;
Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Antal elever;Andel (%) elever som uppfyllt betygskriterierna i alla ämnen;Andel (%) elever behöriga till yrkesprog.;Genomsnittligt meritvärde (17 ämnen)
Torskolan H;99636909;Torsås;0834;Kommunal;Torsås kommun;2120000696;67;65,7;83,6;216,8
Liljeskolan;72668294;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;133;66,2;75,2;216,8
Skärgårdsstadsskolan;73272488;Österåker;0117;Kommunal;Österåkers kommun;2120002890;45;48,9;~100;216,8
Stenhammarskolan;59150456;Flen;0482;Kommunal;Flens kommun;2120000332;87;65,5;81,6;216,7
Bäckaskolan 7-9;43172419;Gnosjö;0617;Kommunal;Gnosjö kommun;2120000506;74;64,9;81,1;216,7
Solbackeskolan 4-9;50826766;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;77;61;79,2;216,7
Ljungbyhedsskolan;75091646;Klippan;1276;Kommunal;Klippans kommun;2120000928;49;57,1;87,8;216,7
Lugnviksskolan;42641767;Östersund;2380;Kommunal;Östersunds kommun;2120002528;40;60;80;216,7
Apelskolan;41605059;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;76;61,8;89,5;216,6
Mockfjärdsskolan;95610127;Gagnef;2026;Kommunal;Gagnefs kommun;2120002155;35;71,4;85,7;216,6
Mariebergsskolan;81424988;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;133;68,4;84,2;216,6
Naverlönnskolan 4-9;65569784;Svedala;1263;Kommunal;Svedala kommun;2120001074;92;68,5;83,7;216,6
Gustaf Dalénskolan 4-9;43269172;Falköping;1499;Kommunal;Falköpings kommun;2120001744;46;80,4;89,1;216,5
Skrantaskolan;65654358;Karlskoga;1883;Kommunal;Karlskoga kommun;2120001991;127;70,1;79,5;216,5
Dalsjöskolan 7-9;60557814;Borås;1490;Kommunal;Borås kommun;2120001561;144;69,4;80,6;216,4
Bjurbäcksskolan 7-9;37716305;Emmaboda;0862;Kommunal;Emmaboda kommun;2120000738;95;56,8;78,9;216,4
Hakkas Centralskola;73575145;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;13;76,9;~100;216,3
Ludvigsborgsskolan;16547623;Västervik;0883;Kommunal;Västerviks kommun;2120000779;110;60;66,4;216,3
Centralskolan;83084730;Malung-Sälen;2023;Kommunal;Malung-Sälens kommun;2120002148;60;78,3;83,3;216,2
Ånestadsskolan 7-9;85335004;Linköping;0580;Kommunal;Linköpings kommun;2120000449;113;63,7;82,3;216,1
Åsaskolan 7-9FI;56285442;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;61;68,9;72,1;216
Brunnsängskolan;60570294;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;81;70,4;82,7;216
Hamburgsundskolan F-9;81072495;Tanum;1435;Kommunal;Tanums kommun;2120001348;47;57,4;78,7;216
Torpaskolan Söder;69372123;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;115;67;78,3;216
Ölyckeskolan 7-9;97938241;Eslöv;1285;Kommunal;Eslövs kommun;2120001173;67;70,1;83,6;215,9
Kunskapsskolan Gävle;21423670;Gävle;2180;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;84;66,7;84,5;215,9
Aspuddens skola;72672270;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;129;58,9;77,5;215,9
Hagaskolan;55343483;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;89;67,4;74,2;215,9
Gällö skola;34671510;Bräcke;2305;Kommunal;Bräcke kommun;2120002460;28;78,6;~100;215,8
Tingvallaskolan;78491090;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;59;61;69,5;215,8
Alfred Dalinskolan;85416841;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;244;66;80,7;215,7
Järvaskolan;13582062;Stockholm;0180;Enskild;Järvaskolan AB;5569572315;104;58,7;83,7;215,7
Forssaklackskolan;84601215;Borlänge;2081;Kommunal;Borlänge kommun;2120002239;137;68,6;81;215,6
Vårboskolan;95748172;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;94;60,6;81,9;215,6
Kyrkhedens skola 4-9;86113785;Hagfors;1783;Kommunal;Hagfors kommun;2120001884;34;82,4;82,4;215,6
Flobyskolan;54765026;Falköping;1499;Kommunal;Falköpings kommun;2120001744;49;81,6;87,8;215,5
Slättängsskolan H1;15401823;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;84;61,9;70,2;215,5
Örjanskolan;42247223;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;51;68,6;82,4;215,5
Brattebergsskolan 7-9;85862849;Öckerö;1407;Kommunal;Öckerö kommun;2120001280;76;68,4;92,1;215,5
Kunskapsskolan Jönköping;86562542;Jönköping;0680;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;75;66,7;85,3;215,4
Tångaskolan 2;59944028;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;92;59,8;76,1;215,3
Tranängskolan 7-9;33759766;Tranemo;1452;Kommunal;Tranemo kommun;2120001462;142;57,7;76,8;215,3
Kinnarpsskolan 7-9;51079534;Falköping;1499;Kommunal;Falköpings kommun;2120001744;45;75,6;86,7;215,2
Degebergaskolan MH;58419840;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;67;68,7;82,1;215,2
Söderkullaskolan;66656783;Malmö;1280;Kommunal;Malmö kommun;2120001124;138;60,1;76,1;215,2
Henåns skola 7-9;76943513;Orust;1421;Kommunal;Orust kommun;2120001314;91;70,3;86,8;215,2
Västerängsskolan;29299366;Håbo;0305;Kommunal;Håbo kommun;2120000241;59;71,2;81,4;215
Augustenborgsskolan;89876778;Malmö;1280;Kommunal;Malmö kommun;2120001124;73;60,3;79,5;215
Noretskolan 7-9;68663553;Mora;2062;Kommunal;Mora kommun;2120002213;118;66,1;84,7;214,9
Igelsta grundskola;75505688;Södertälje;0181;Kommunal;Södertälje kommun;2120000159;56;71,4;80,4;214,9
Klockarskolan;60111640;Säter;2082;Kommunal;Säters kommun;2120002247;117;72,6;88,9;214,7
Viljaskolan Sollentuna;21997077;Sollentuna;0163;Enskild;Viljaskolan Sollentuna AB;5568884240;13;..;..;214,6
Vallnässkolan;97480702;Storuman;2421;Kommunal;Storumans kommun;2120002577;53;75,5;86,8;214,6
Thorildskolan 1;73505986;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;177;59,9;77,4;214,5
Freinetskolan Mimer Tingshuset;57467562;Norrtälje;0188;Enskild;Freinetskolan Mimer ekonomisk förening;7696021117;53;69,8;83;214,5
Fågelforsskolan 7-9;38944084;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;87;67,8;81,6;214,5
Vimarskolan 7-9;39345593;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;95;72,6;87,4;214,5
Parkskolan;97882848;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;63;73;84,1;214,4
Björkvallsskolan;89112467;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;100;73;82;214,4
Hermodsdalsskolan;56666435;Malmö;1280;Kommunal;Malmö kommun;2120001124;49;53,1;71,4;214,3
Hasslarödsskolan 7-9;13184976;Osby;1273;Kommunal;Osby kommun;2120000902;127;66,1;79,5;214,3
Fågelsångens skola;54067262;Salem;0128;Kommunal;Salems kommun;2120002874;43;60,5;79,1;214,3
Treälvsskolan;77460055;Östersund;2380;Kommunal;Östersunds kommun;2120002528;56;66,1;80,4;214,3
Högavångsskolan;53603984;Olofström;1060;Kommunal;Olofströms kommun;2120000811;159;62,9;88,7;214,2
Christinaskolan 7-9;94591900;Piteå;2581;Kommunal;Piteå kommun;2120002759;106;76,4;87,7;214,2
Stöde skola;11181258;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;29;89,7;~100;214,2
Rörviks skola;74170440;Sävsjö;0684;Kommunal;Sävsjö kommun;2120000563;39;66,7;74,4;214,2
Åsenskolan;70954223;Gislaved;0662;Kommunal;Gislaveds kommun;2120000514;111;56,8;82,9;214,1
Brandströmska skolan Nylöse;11295861;Göteborg;1480;Enskild;Stiftelsen för Kristen Skolverksamhet;8572054065;37;54,1;62,2;214,1
Kärlekens skola 7-9;52347444;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;85;51,8;81,2;214,1
Nyhamnsskolan;85928436;Höganäs;1284;Kommunal;Höganäs kommun;2120001165;36;77,8;83,3;214
Elsa Brändströms skola;95720059;Linköping;0580;Kommunal;Linköpings kommun;2120000449;172;61;81,4;214
Freinetskolan Hugin;89692072;Norrtälje;0188;Enskild;Freinetskolan Hugin Ekonomisk förening;7696188189;24;70,8;100;214
Varlaskolan Nord;28729598;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;95;72,6;80;213,9
Skolgårda skola 7-9;82224915;Motala;0583;Kommunal;Motala kommun;2120002817;112;69,6;84,8;213,9
Brunnaskolan;53426548;Botkyrka;0127;Kommunal;Botkyrka kommun;2120002882;61;57,4;85,2;213,8
Vendelsömalmsskolan;72266104;Haninge;0136;Kommunal;Haninge kommun;2120000084;79;64,6;88,6;213,8
Furutorpskolan 4-9;78602001;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;63;61,9;85,7;213,8
Dalängskolan;37707717;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;134;68,7;81,3;213,7
Alsterbro skola;62698200;Nybro;0881;Kommunal;Nybro kommun;2120000753;17;64,7;~100;213,6
Brunnsåkersskolan 9;87737594;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;98;66,3;79,6;213,5
Björkhaga Skola;43238662;Botkyrka;0127;Kommunal;Botkyrka kommun;2120002882;56;62,5;85,7;213,4
Skogsbacksskolan;10657244;Botkyrka;0127;Kommunal;Botkyrka kommun;2120002882;54;57,4;81,5;213,4
Hudikskolan 7-9;77537602;Hudiksvall;2184;Enskild;Hudikskolan AB;5592976954;71;67,6;84,5;213,4
Sävar skola 7-9;67931687;Umeå;2480;Kommunal;Umeå kommun;2120002627;102;68,6;84,3;213,4
Kunskapsskolan Borlänge;70510891;Borlänge;2081;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;77;71,4;89,6;213,3
Bengtsgården;28484259;Bengtsfors;1460;Kommunal;Bengtsfors kommun;2120001470;95;58,9;77,9;213,2
Smedbyskolan;27675952;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;69;59,4;71;213,2
Porsnässkolan;18748381;Piteå;2581;Kommunal;Piteå kommun;2120002759;73;74;89;213,2
Sommarhemsskolan 7-9;45535775;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;144;63,9;91;213,2
Sjöparksskolan B;42583405;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;72;59,7;75;213,1
Vittra Telefonplan;67662754;Stockholm;0180;Enskild;Vittraskolorna AB;5564586716;26;57,7;~100;213,1
Fridhemsskolan;48373752;Arvidsjaur;2505;Kommunal;Arvidsjaurs kommun;2120002650;50;82;84;213
Domnarvets skola;91219337;Borlänge;2081;Kommunal;Borlänge kommun;2120002239;74;58,1;82,4;213
Altorpskolan A C;84724191;Herrljunga;1466;Kommunal;Herrljunga kommun;2120001520;52;53,8;73,1;213
Bergumsskolan F-9;43545297;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;109;59,6;77,1;212,9
Rudenschöldskolan;52152242;Lidköping;1494;Kommunal;Lidköpings kommun;2120001694;127;66,9;76,4;212,9
Bollebygdskolan 7-9;60372258;Bollebygd;1443;Kommunal;Bollebygds kommun;2120002973;121;65,3;88,4;212,8
Sofiedalskolan;80177526;Gävle;2180;Kommunal;Gävle kommun;2120002338;180;72,2;83,3;212,8
Tornlyckeskolan;88839958;Höganäs;1284;Kommunal;Höganäs kommun;2120001165;41;68,3;78;212,8
Sjöviksskolan;32492959;Trelleborg;1287;Kommunal;Trelleborgs kommun;2120001199;69;62,3;72,5;212,8
Djurö skola;18053776;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;32;68,8;81,3;212,8
Sollebrunns skola 7-9;40731205;Alingsås;1489;Kommunal;Alingsås kommun;2120001553;54;64,8;75,9;212,7
Stenbocksskolan;39517088;Ulricehamn;1491;Kommunal;Ulricehamns kommun;2120001579;206;55,3;81,6;212,7
Trönningeskolan 7-9;86573921;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;63;68,3;73;212,6
Östergårdsskolan 7-9;63902508;Halmstad;1380;Kommunal;Halmstads kommun;2120001215;94;60,6;61,7;212,6
Munkegärdeskolan;51596946;Kungälv;1482;Kommunal;Kungälvs kommun;2120001371;139;68,3;75,5;212,6
Tallbackaskolan;73581523;Solna;0184;Kommunal;Solna kommun;2120000183;58;62,1;75,9;212,6
S:t Iliansskolan;34699165;Enköping;0381;Kommunal;Enköpings kommun;2120000282;125;74,4;80;212,5
Hälsinggårdsskolan;28599917;Falun;2080;Kommunal;Falu kommun;2120002221;132;66,7;91,7;212,5
Ramnerödsskolan;83416307;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;82;50;75,6;212,5
Rolfstorps skola 4-9;18002855;Varberg;1383;Kommunal;Varbergs kommun;2120001249;58;74,1;79,3;212,5
Hierneskolan F-9;55674136;Eda;1730;Kommunal;Eda kommun;2120001769;21;66,7;~100;212,4
Nya Centralskolan i Virserum AB;12289594;Hultsfred;0860;Enskild;Prolympia Virserum AB;5568088743;38;71,1;84,2;212,4
Kristinedalskolan 7-9;18275028;Stenungsund;1415;Kommunal;Stenungsunds kommun;2120001298;66;60,6;72,7;212,4
Montessori Mondial Kristianstad;72491525;Kristianstad;1290;Enskild;Pysslingen Förskolor och Skolor AB;5560354309;33;66,7;72,7;212,3
Veingeskolan 7-9;95134514;Laholm;1381;Kommunal;Laholms kommun;2120001223;80;71,3;77,5;212,3
Läroverket;23786565;Hudiksvall;2184;Kommunal;Hudiksvalls kommun;2120002379;162;67,3;85,2;212,2
Grönkullaskolan;93968806;Sundbyberg;0183;Kommunal;Sundbybergs kommun;2120000175;52;65,4;78,8;212,2
Vänerparkens skola 2;84843919;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;77;70,1;88,3;212,2
Snapphaneskolan;81683738;Östra Göinge;1256;Kommunal;Östra Göinge kommun;2120000860;83;57,8;73,5;212,2
Gäddgårdsskolan 7-9;65483259;Arboga;1984;Kommunal;Arboga kommun;2120002122;63;63,5;79,4;212,1
Bokelundsskolan;94309839;Sölvesborg;1083;Kommunal;Sölvesborgs kommun;2120000852;142;64,8;78,2;212,1
Djuråsskolan F-9;36819574;Gagnef;2026;Kommunal;Gagnefs kommun;2120002155;84;72,6;91,7;212
Södermöreskolan;79012102;Kalmar;0880;Kommunal;Kalmar kommun;2120000746;78;64,1;80,8;212
Lorensberga 7-9;47736072;Ludvika;2085;Kommunal;Ludvika kommun;2120002270;135;60,7;88,9;211,9
Linnéskolan F-9;84432632;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;51;62,7;70,6;211,8
Glöstorpsskolan 7-9;85656343;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;111;62,2;72,1;211,7
Fridaskolan Helsingborg;24352906;Helsingborg;1283;Enskild;Fridaskolorna AB;5564515988;67;59,7;80,6;211,7
Alftaskolan 7-9;92304123;Ovanåker;2121;Kommunal;Ovanåkers kommun;2120002304;53;62,3;79,2;211,7
Kvistbergsskolan;83025413;Torsby;1737;Kommunal;Torsby kommun;2120001777;12;91,7;~100;211,7
Vammarskolan 4-9;53620708;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;68;48,5;67,6;211,7
Centralskolan;24748604;Laxå;1860;Kommunal;Laxå kommun;2120001918;69;65,2;82,6;211,6
Da Vinciskolan 1;71893438;Ale;1440;Kommunal;Ale kommun;2120001439;79;58,2;75,9;211,5
Karlsängskolan;40684137;Nora;1884;Kommunal;Nora kommun;2120002007;126;65,1;79,4;211,5
Västra Berga skola;28060171;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;45;55,6;84,4;211,4
Läredaskolan F-9;29689372;Hässleholm;1293;Kommunal;Hässleholms kommun;2120000985;94;59,6;72,3;211,4
Johan-Olovskolan;48240990;Avesta;2084;Kommunal;Avesta kommun;2120002262;30;60;66,7;211,3
Linghemsskolan;93274980;Linköping;0580;Kommunal;Linköpings kommun;2120000449;88;63,6;80,7;211,2
Strandskolan;23250615;Jönköping;0680;Enskild;Jönköpings Kristna Skolförening;8260017648;23;..;69,6;211,1
Örtagårdsskolan 7-9;43697331;Malmö;1280;Kommunal;Malmö kommun;2120001124;24;70,8;70,8;211,1
Morö backe skola;48983548;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;64;65,6;75;211,1
Fristadsskolan 7-9;26140079;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;149;52,3;75,2;211
Sjöparksskolan A;46309621;Gällivare;2523;Kommunal;Gällivare kommun;2120002726;68;66,2;80,9;211
Bosgårdsskolan 4-9;55731587;Varberg;1383;Kommunal;Varbergs kommun;2120001249;72;73,6;84,7;211
Astrid Lindgrens skola 7-9;92620495;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;85;54,1;68,2;211
Järvenskolan;89029385;Katrineholm;0483;Kommunal;Katrineholms kommun;2120000340;333;67;80,5;210,9
Kyrkskolan 7-9;28230949;Ludvika;2085;Kommunal;Ludvika kommun;2120002270;145;64,1;82,1;210,9
Bergaskolan;81136807;Smedjebacken;2061;Kommunal;Smedjebackens kommun;2120002205;88;67;86,4;210,9
Vargbroskolan;24306424;Storfors;1760;Kommunal;Storfors kommun;2120001785;35;68,6;85,7;210,9
Vålbergsskolan 7-9;80659104;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;49;67,3;87,8;210,7
Värgårdsskolan 7-9;75296593;Kinda;0513;Kommunal;Kinda kommun;2120000399;126;61,9;72,2;210,7
Matfors skola;37299127;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;68;64,7;82,4;210,6
Nynässkolan 7-9;40944032;Gävle;2180;Kommunal;Gävle kommun;2120002338;163;57,1;79,8;210,5
Tungelsta skola;38975788;Haninge;0136;Kommunal;Haninge kommun;2120000084;90;61,1;72,2;210,5
Hertsöskolan 7-9;15579589;Luleå;2580;Kommunal;Luleå kommun;2120002742;53;66;75,5;210,5
Österledskolan;34767418;Karlskoga;1883;Kommunal;Karlskoga kommun;2120001991;93;63,4;76,3;210,4
Lyckeskolan;10428442;Mark;1463;Kommunal;Marks kommun;2120001504;173;69,9;82,1;210,3
Fågelvikskolan;97306690;Tibro;1472;Kommunal;Tibro kommun;2120001660;112;59,8;80,4;210,3
Madesjöskolan Ma02;38198417;Nybro;0881;Kommunal;Nybro kommun;2120000753;82;64,6;72;210,2
Kyrkskolan;68814096;Smedjebacken;2061;Kommunal;Smedjebackens kommun;2120002205;29;69;75,9;210,2
Petreskolan;17291574;Hofors;2104;Kommunal;Hofors kommun;2120002296;89;79,8;86,5;210,1
Nya Raketskolan 7-9;43351950;Kiruna;2584;Kommunal;Kiruna kommun;2120002783;80;62,5;80;210,1
Sörböleskolan;89661489;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;108;61,1;76,9;210,1
Nipanskolan F-9;46660811;Sollefteå;2283;Kommunal;Sollefteå kommun;2120002437;84;65,5;82,1;210,1
Linnéaskolan;92086024;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;90;57,8;74,4;210,1
Lagmansskolan Beta MH;10609045;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;121;61,2;79,3;210
Hyllinge skola;11662899;Åstorp;1277;Kommunal;Åstorps kommun;2120000936;63;60,3;81;210
Fjälkinge skola H;13802549;Kristianstad;1290;Kommunal;Kristianstads kommun;2120000951;78;61,5;84,6;209,9
Färila skola;36425969;Ljusdal;2161;Kommunal;Ljusdals kommun;2120002320;34;58,8;79,4;209,7
Hedebyskolan;45500152;Trosa;0488;Kommunal;Trosa kommun;2120002957;57;63,2;82,5;209,6
Bolidenskolan;39160736;Skellefteå;2482;Kommunal;Skellefteå kommun;2120002643;28;64,3;67,9;209,5
Parkskolan;65831760;Östersund;2380;Kommunal;Östersunds kommun;2120002528;59;52,5;72,9;209,5
Lindängeskolan;75875503;Malmö;1280;Kommunal;Malmö kommun;2120001124;69;59,4;76,8;209,4
Vittra Röda stan;38936292;Norrköping;0581;Enskild;Vittraskolorna AB;5564586716;25;40;60;209,4
Blåklintskolan 7-9;27259736;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;57;52,6;68,4;209,3
Norråsaskolan;19118399;Nässjö;0682;Kommunal;Nässjö kommun;2120000548;137;63,5;80,3;209,3
Dalboskolan;93140467;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;56;67,9;82,1;209,3
Årbyskolan F-6;63315515;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;93;64,5;81,7;209,2
Skogstorpsskolan;98756440;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;82;73,2;79,3;209,2
Stora Vallaskolan;96969231;Degerfors;1862;Kommunal;Degerfors kommun;2120001934;79;62;70,9;209,1
Altorpskolan B D;38295531;Herrljunga;1466;Kommunal;Herrljunga kommun;2120001520;52;55,8;69,2;209,1
Nyhemsskolan 7-9;65487720;Finspång;0562;Kommunal;Finspångs kommun;2120000423;124;63,7;83,1;209
Gläntanskolan;67721487;Helsingborg;1283;Kommunal;Helsingborgs kommun;2120001157;42;71,4;73,8;209
Rosenlundsskolan 7-9;96558008;Jönköping;0680;Kommunal;Jönköpings kommun;2120000530;173;65,3;87,9;209
Hålabäcksskolan B;77163912;Kungsbacka;1384;Kommunal;Kungsbacka kommun;2120001256;68;64,7;79,4;209
Vibackeskolan;10170655;Sundsvall;2281;Kommunal;Sundsvalls kommun;2120002411;124;70,2;77,4;209
Frödingskolan;22049068;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;63;55,6;79,4;208,9
Björnekullaskolan;97128428;Åstorp;1277;Kommunal;Åstorps kommun;2120000936;158;63,3;79,1;208,9
Da Vinciskolan 2;71729095;Ale;1440;Kommunal;Ale kommun;2120001439;68;61,8;80,9;208,8
Myrvikens skola 4-9;64994637;Berg;2326;Kommunal;Bergs kommun;2120002502;21;71,4;~100;208,7
Wämöskolan 7-9;63323984;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;94;66;71,3;208,7
Ribbyskolan;59497255;Haninge;0136;Kommunal;Haninge kommun;2120000084;184;64,7;79,9;208,6
Midskogsskolan 7-9;28901056;Luleå;2580;Kommunal;Luleå kommun;2120002742;43;60,5;79,1;208,6
Stiftelsen Rudolf Steinerskolan;33530590;Norrköping;0581;Enskild;Stiftelsen Rudolf Steinerskolan i Norrköping;8250013037;21;61,9;76,2;208,6
Hedängskolan 6-9;72318069;Sandviken;2181;Kommunal;Sandvikens kommun;2120002346;65;55,4;58,5;208,6
Teleborg Centrum skola 1;47043218;Växjö;0780;Kommunal;Växjö kommun;2120000662;77;68,8;79,2;208,6
Korsavadsskolan 1;66350640;Simrishamn;1291;Kommunal;Simrishamns kommun;2120000969;139;61,9;80,6;208,4
Österslättsskolan;43859477;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;118;61;73,7;208,3
Scheeleskolan;24379201;Köping;1983;Kommunal;Köpings kommun;2120002114;114;51,8;76,3;208,3
Centralskolan;61056172;Sigtuna;0191;Kommunal;Sigtuna kommun;2120000225;59;55,9;76,3;208,3
Trollbodaskolan;89605548;Stockholm;0180;Kommunal;Stockholms kommun;2120000142;81;58;81,5;208,2
Minnebergsskolan;55958613;Arvika;1784;Kommunal;Arvika kommun;2120001892;246;67,9;83,7;208,1
Rödebyskolan 7-9;88404717;Karlskrona;1080;Kommunal;Karlskrona kommun;2120000829;74;58,1;73;208,1
Tornhagsskolan;24291925;Linköping;0580;Kommunal;Linköpings kommun;2120000449;81;60,5;70,4;208
Hofgårdsskolan;59983229;Sävsjö;0684;Kommunal;Sävsjö kommun;2120000563;107;61,7;70,1;208
Bergviksskolan åk 4-9;32721673;Söderhamn;2182;Kommunal;Söderhamns kommun;2120002353;50;52;60;208
Hellids grundskola 7-9;12872502;Tidaholm;1498;Kommunal;Tidaholms kommun;2120001736;138;60,9;78,3;208
Kvarnskolan;77763178;Järfälla;0123;Kommunal;Järfälla kommun;2120000043;138;53,6;72,5;207,9
Vikbolandsskolan 1;86323840;Norrköping;0581;Kommunal;Norrköpings kommun;2120000456;58;63,8;82,8;207,9
Västerskolan 7-9;62222568;Uddevalla;1485;Kommunal;Uddevalla kommun;2120001397;110;63,6;83,6;207,8
Kilafors skola F-9;41793797;Bollnäs;2183;Kommunal;Bollnäs kommun;2120002361;43;74,4;83,7;207,7
Viljaskolan Angered;57333669;Göteborg;1480;Enskild;Utbildia AB;5591893754;22;50;~100;207,7
Malmaskolan 4-9;49665496;Köping;1983;Kommunal;Köpings kommun;2120002114;54;53,7;87;207,7
Rättviksskolan;73451967;Rättvik;2031;Kommunal;Rättviks kommun;2120002171;89;66,3;83,1;207,7
Stålforsskolan 7-9;14327803;Eskilstuna;0484;Kommunal;Eskilstuna kommun;2120000357;168;50,6;73,2;207,6
Bodaskolan 7-9;67454907;Borås;1490;Kommunal;Borås kommun;2120001561;165;52,7;75,2;207,5
Hällaskolan;87963970;Motala;0583;Kommunal;Motala kommun;2120002817;69;59,4;73,9;207,5
Kristinebergskolan F-9;38052846;Oskarshamn;0882;Kommunal;Oskarshamns kommun;2120000761;83;71,1;74,7;207,5
Östlyckeskolan 7-9;63399058;Alingsås;1489;Kommunal;Alingsås kommun;2120001553;134;58,2;73,1;207,3
Trojenborgsskolan MH;37310404;Mjölby;0586;Kommunal;Mjölby kommun;2120000480;54;51,9;75,9;207,3
Söraskolan;88712672;Österåker;0117;Kommunal;Österåkers kommun;2120002890;57;52,6;71,9;207,3
Lekstorpsskolan B;13490988;Lerum;1441;Kommunal;Lerums kommun;2120001447;51;66,7;80,4;207,2
Åsedaskolan 7-9;75658239;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;46;67,4;71,7;207,2
Falkenbergs Montessoriskola;78647439;Falkenberg;1382;Kommunal;Falkenbergs kommun;2120001231;20;..;70;207,1
Brunnsboskolan F-9;97649106;Göteborg;1480;Kommunal;Göteborgs kommun;2120001355;81;51,9;71,6;207,1
Norrevångskolan;89878714;Karlshamn;1082;Kommunal;Karlshamns kommun;2120000845;76;53,9;67,1;207
Hultsbergsskolan 7-9;99406709;Karlstad;1780;Kommunal;Karlstads kommun;2120001850;77;61;74;207
Ol Andersskolan;65153737;Tierp;0360;Kommunal;Tierps kommun;2120000266;38;73,7;~100;207
Strandskolan;45737019;Vilhelmina;2462;Enskild;Vilhelmina Fria Församling;8961005140;11;..;~100;207
Mariefreds skola;64620570;Strängnäs;0486;Kommunal;Strängnäs kommun;2120000365;96;53,1;80,2;206,9
Söderköpings Waldorfskola;70789823;Söderköping;0582;Enskild;Stiftelsen Söderköpings Waldorfskola;8250017939;12;..;..;206,9
Sjuntorpskolan 4-9;39396701;Trollhättan;1488;Kommunal;Trollhättans kommun;2120001546;61;73,8;82;206,9
Mohedaskolan;69699568;Alvesta;0764;Kommunal;Alvesta kommun;2120000639;37;73;86,5;206,8
Borås Kristna skola;64720166;Borås;1490;Enskild;AB Borås Kristna Skola;5592935042;15;..;66,7;206,8
Petrus Magni skola;21550555;Vadstena;0584;Kommunal;Vadstena kommun;2120002825;73;60,3;76,7;206,8
